filename;divider;enhancer;lowbandCompressor;lowbandImpulseNumber;lowbandSeparateExcitation;highbandCompressor;highbandImpulseNumber;highbandSeparateExcitation;PEAQ;PESQ
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;16;;-3.10526478210097;3.437
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;32;;-3.0649025451068095;3.445
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;DummyCompressor;;;-2.5084382145569935;3.459
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-3.0939100385497538;3.637
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-2.6774277472360737;3.672
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-2.339958462008248;3.695
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-2.0146846232071116;3.713
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;4;;-3.012094898285365;3.639
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;8;;-2.7869737623055153;3.667
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;16;;-2.559535094707643;3.686
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;G7231Compressor;32;;-2.4986419753339746;3.694
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;DummyCompressor;;;DummyCompressor;;;-1.6669939223443673;3.717
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.5887928623027966;2.673
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.4973843653774678;2.696
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.4273860215501944;2.706
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.3728848956832286;2.717
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.5716717702547705;2.685
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.524591091613527;2.693
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.488582853747567;2.703
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.4774825375412327;2.705
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.3131715890155068;2.721
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.5525850147410623;3.058
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-3.288066840608826;3.083
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-3.126742454359522;3.097
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.9769801232481274;3.112
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.474648272742921;3.070
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-3.361686900484579;3.080
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-3.263722714194608;3.095
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-3.227186805754237;3.098
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-2.848624345505761;3.117
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-3.3548354798573357;3.395
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-2.9818125121943133;3.426
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-2.7215690914728454;3.446
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-2.498558810882793;3.463
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-3.266067332357361;3.407
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-3.0800124728027276;3.422
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-2.9314811351713845;3.439
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-2.8551679847410645;3.446
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-2.3069321794557087;3.469
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-3.1112344082326553;3.570
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-2.6610100882666288;3.606
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-2.332586082758754;3.631
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-2.027323975352202;3.652
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-3.019011782657718;3.579
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-2.7931676294979075;3.599
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-2.5931041579546226;3.623
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-2.495225634702008;3.631
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-1.7788565233814526;3.658
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.688822959696691;2.619
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.5465804761306416;2.636
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.462176751527262;2.648
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.3948959476653635;2.660
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.6387041097357704;2.628
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.5814430967066175;2.635
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.540713348404503;2.647
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.521983408445652;2.650
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;4;;DummyCompressor;;;-3.3314367027052985;2.664
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.5914472247191442;2.973
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.367213024346979;2.997
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-3.2260020723739364;3.008
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-3.096021232363847;3.020
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.5256309611327175;2.986
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;;-3.4225800859461617;2.994
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;;-3.3404204225192613;3.007
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;;-3.3142855150512887;3.008
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;8;;DummyCompressor;;;-2.9853339373111867;3.024
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-3.482658172899729;3.251
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-3.1777853220135777;3.273
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.9776269625100555;3.286
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.7834581139424976;3.300
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;;-3.395410302911921;3.262
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;;-3.2590491744699657;3.272
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;;-3.1346924114916797;3.284
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;;-3.090887561408558;3.289
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;16;;DummyCompressor;;;-2.635160252862817;3.306
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-3.429163011034217;3.364
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-3.073598283153788;3.388
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-2.8428700428127476;3.403
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-2.62430050429462;3.420
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;;-3.3424382139451065;3.373
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;;-3.1764422805555315;3.384
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;;-3.0249713700583656;3.402
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;;-2.974283612464249;3.409
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;G7231Compressor;32;;DummyCompressor;;;-2.4443865908323996;3.427
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-3.0075212469433277;3.617
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-2.5651334846842726;3.656
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-2.2240877629212705;3.682
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-1.9155278904370063;3.706
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;;-2.9208330552247244;3.626
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;;-2.6937055659242493;3.649
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;;-2.4987477478257194;3.673
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;;-2.392482768225657;3.683
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster20.0dB;DummyCompressor;;;DummyCompressor;;;-1.6877410335343481;3.714
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.587487792142349;2.631
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.4964476981447486;2.663
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.4336128184777342;2.680
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.3686385990032225;2.697
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.57324669826413;2.658
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.535422653685948;2.665
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.502282713987201;2.674
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.4783730293292586;2.679
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.3432583830957;2.704
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.5472731186468676;2.994
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-3.2961479646877643;3.039
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-3.1334922805261907;3.059
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.96804274248374;3.079
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.4613467056360383;3.026
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-3.3761789798351476;3.039
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-3.290337956499422;3.046
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-3.2354160445618048;3.053
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-2.90159719757454;3.087
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-3.3545924585875655;3.316
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-2.9941049345592496;3.366
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-2.752872140507586;3.390
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-2.5362228000355955;3.412
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-3.245958498013083;3.351
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-3.102650698370719;3.365
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-2.9710448835060737;3.378
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-2.8780511228817898;3.385
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-2.4083464810708026;3.422
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-3.129173755789564;3.467
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-2.67786562898479;3.526
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-2.3702849989508783;3.558
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-2.0780400149339995;3.582
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-3.006483719873591;3.509
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-2.8240882982896167;3.522
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-2.6611477488070863;3.541
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-2.5372520714193167;3.552
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-1.9246826319863963;3.593
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.6889484618667407;2.569
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.544582073774908;2.602
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.46755046168033;2.616
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.388446509379789;2.632
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.6315674671581344;2.594
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.587561341413342;2.602
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.549527399883678;2.610
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.529340022458675;2.615
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;4;;DummyCompressor;;;-3.3611306826822744;2.638
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.588521943523795;2.917
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.3729165683363305;2.959
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-3.237928843382495;2.976
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-3.108765032095289;2.994
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.5140595179268375;2.949
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;;-3.443402882125679;2.962
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;;-3.3705994196749036;2.968
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;;-3.327650652816655;2.974
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;8;;DummyCompressor;;;-3.0508800434099705;3.001
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-3.470435055970829;3.194
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-3.1663505733352304;3.237
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.95834494079273;3.262
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.750379408270869;3.281
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;;-3.3712953086747626;3.229
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;;-3.259273808825795;3.242
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;;-3.1480877058275034;3.250
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;;-3.0715720715222368;3.258
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;16;;DummyCompressor;;;-2.666046628723529;3.290
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-3.436589243656256;3.297
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-3.086975211792604;3.340
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-2.852932283964071;3.366
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-2.6195159590433033;3.387
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;;-3.3284996699219405;3.332
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;;-3.1955432460736057;3.343
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;;-3.0572212800378096;3.354
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;;-2.9795371726264603;3.363
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;G7231Compressor;32;;DummyCompressor;;;-2.5201118464466017;3.398
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-3.0426879799037563;3.515
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-2.580976139642332;3.576
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-2.269241022833266;3.609
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-1.9519161048416298;3.636
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;;-2.9222348699657763;3.557
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;;-2.7348458845613934;3.572
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;;-2.5801398671689624;3.591
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;;-2.447909127755667;3.603
probka_audiobook.wav;QMFWithHighbandModDivider;HighbandBooster30.0dB;DummyCompressor;;;DummyCompressor;;;-1.8361919963837834;3.648
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.194463883525773;2.001
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.284273246912765;2.008
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.3965108198697408;2.015
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.4949612396839443;2.018
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.1720880323498074;2.001
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.237069998912484;2.007
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.3147236912841414;2.014
probka_rock.wav;QMFDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.373351961464621;2.016
