filename;divider;enhancer;lowbandCompressor;lowbandImpulseNumber;lowbandSeparateExcitation;highbandCompressor;highbandImpulseNumber;highbandSeparateExcitation;PEAQ;PESQ
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.594928220840583;1.889
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.5782074292789434;1.895
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.56392210161133;1.901
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.552708891641437;1.904
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;DummyCompressor;;;-3.5429843659800175;1.914
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.472934213072209;2.357
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.3756890710992744;2.386
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-3.3186739645314387;2.395
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-3.27870310974629;2.405
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.439235423239209;2.375
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;;-3.4038855290402927;2.381
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;;-3.372472202397141;2.386
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;;-3.3487641697709423;2.390
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;DummyCompressor;;;-3.285266831904489;2.406
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-3.1980069225091454;2.881
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-3.03572566587949;2.908
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.929527235629952;2.918
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.8414144905552625;2.930
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;;-3.1548317504526184;2.894
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;;-3.0938418265506558;2.907
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;;-3.0268117278590907;2.913
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;;-2.982274953625211;2.914
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;DummyCompressor;;;-2.830648410845379;2.931
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.9448409357196805;3.085
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-2.708997217760741;3.114
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-2.5640098181767286;3.125
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-2.435973917770749;3.132
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;;-2.8893422871846535;3.099
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;;-2.793494586864379;3.112
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;;-2.6999335173600096;3.117
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;;-2.6154976773670082;3.117
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;DummyCompressor;;;-2.401664372496625;3.135
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-2.401129712904444;3.401
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-2.12902956519191;3.444
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-1.9600647090254801;3.459
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-1.8475806484998758;3.465
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;;-2.3323012836119035;3.429
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;;-2.2194383538520652;3.444
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;;-2.1324337983678476;3.451
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;;-2.034825169623571;3.454
probka_rap.wav;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;DummyCompressor;;;-1.776343319659897;3.552
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.3784212786461417;2.020
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.2885536706416777;2.031
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.2868374122454017;2.039
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.326048291457181;2.043
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.348719992839198;2.021
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.3066455719176605;2.029
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.285976148037807;2.037
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.301612401158321;2.041
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;DummyCompressor;;;-3.3677868710112563;2.043
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.0979492961630655;2.784
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-2.802235244625993;2.802
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-2.6342542968175486;2.812
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.5474687646017653;2.815
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.0104687216571;2.786
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;8;;-2.887077238332541;2.800
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;16;;-2.728288450882864;2.810
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;32;;-2.6852136985150556;2.813
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;DummyCompressor;;;-2.54544660808354;2.816
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-2.5742180396862033;3.584
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-2.040286347001561;3.604
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-1.7716811540640252;3.615
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-1.5983396757266224;3.619
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;4;;-2.431715683552845;3.588
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;8;;-2.158296719404745;3.604
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;16;;-1.9051489279873954;3.613
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;32;;-1.8086149582789042;3.617
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;DummyCompressor;;;-1.5574446793730536;3.619
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-2.0798775848982123;3.925
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-1.4282595933975117;3.947
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-1.1169814743949456;3.955
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-0.8671546602718028;3.958
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;4;;-1.8892822673874248;3.927
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;8;;-1.5580707711059119;3.944
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;16;;-1.2672868189383673;3.953
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;32;;-1.127676641731067;3.956
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;DummyCompressor;;;-0.8038437765269548;3.958
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.4674222052302834;1.880
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.376138312532281;1.888
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.366192043932171;1.894
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.4053118892605054;1.897
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;4;;-3.4283569820807926;1.881
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;8;;-3.3934856514077287;1.888
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;16;;-3.3665276178877637;1.893
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;32;;-3.381837150333423;1.895
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;DummyCompressor;;;-3.447324254173391;1.898
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.2201545183225666;2.505
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.0276687794647015;2.520
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;16;SepExc;-2.9466251065429456;2.530
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;32;SepExc;-2.934625155753775;2.533
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;4;;-3.1613728914867423;2.508
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;8;;-3.0725111701989447;2.519
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;16;;-2.998360796081846;2.528
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;32;;-2.9850709933239346;2.531
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;DummyCompressor;;;-2.983001292221501;2.534
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;4;SepExc;-2.8135336539229825;3.110
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;8;SepExc;-2.4814770070130154;3.128
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.304398950667025;3.139
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.2189537478095813;3.142
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;4;;-2.714998861870426;3.111
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;8;;-2.5575683589297427;3.126
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;16;;-2.3857067637490665;3.136
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;G7231Compressor;32;;-2.336141564900815;3.140
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;;DummyCompressor;;;-2.2325078955230966;3.142
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.617920279171833;3.414
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;8;SepExc;-2.147496218769202;3.435
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;16;SepExc;-1.92568367696135;3.450
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;32;SepExc;-1.795718489252478;3.455
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;4;;-2.4958844923237473;3.415
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;8;;-2.2640494520400214;3.434
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;16;;-2.045508518807992;3.447
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;G7231Compressor;32;;-1.965854375120645;3.452
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;;DummyCompressor;;;-1.81285499340016;3.455
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;4;SepExc;-2.00286515004339;3.960
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;8;SepExc;-1.3665573144028635;3.983
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;16;SepExc;-1.0151060232056945;3.994
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;32;SepExc;-0.732271505604404;3.997
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;4;;-1.8180968942763869;3.964
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;8;;-1.4776576564161616;3.980
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;16;;-1.1692698320682822;3.991
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;G7231Compressor;32;;-1.0340693648980293;3.995
probka_rap.wav;QMFWithHighbandModDivider;DummyEnhancer;DummyCompressor;;;DummyCompressor;;;-0.5462385935489906;4.106
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.2735361938217943;1.994
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.2130733176652423;2.002
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.217254898257956;2.006
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.2921943430273434;2.009
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.2505344868880327;1.995
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.213433558054797;2.001
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.21035958329639;2.005
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.248481209611445;2.007
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.3488702255573664;2.010
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-2.8806074245478834;2.828
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-2.645343640473622;2.838
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-2.5407665190466733;2.842
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.5140089491116444;2.844
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-2.812931238235505;2.832
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-2.673280043584277;2.836
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-2.6079451228105057;2.841
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-2.6048371136787867;2.843
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-2.5337507251886358;2.845
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-2.0676050302226647;3.595
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-1.7260014058837232;3.604
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-1.5959357332096427;3.607
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-1.5408927329523623;3.609
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-2.000449034026541;3.599
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-1.7775936239797425;3.603
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-1.6686749834263104;3.606
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-1.650339630647554;3.608
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-1.5193602405213356;3.609
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-1.413847692890195;3.947
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-1.0725421408220797;3.960
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-0.9369190377270251;3.961
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-0.8273237617581977;3.961
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-1.350760527670766;3.952
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-1.1349529098586828;3.959
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-0.9980895139729005;3.960
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-0.9605228669100563;3.961
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-0.7906986260203079;3.961
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.358941713609521;1.890
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.2856066963858575;1.897
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.2821994388242155;1.900
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.357075608763785;1.902
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.3223867170492074;1.893
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.2875431396070263;1.896
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.2822226705151545;1.898
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.3221206680378175;1.900
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;4;;DummyCompressor;;;-3.4190146295559742;1.902
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.04135873781408;2.528
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-2.8999874652631403;2.538
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-2.8495105200241277;2.543
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-2.900851447483719;2.546
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.0008030208019916;2.533
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;8;;-2.9145790283799444;2.537
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;16;;-2.881974587767032;2.542
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;G7231Compressor;32;;-2.9012893310131336;2.543
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;8;;DummyCompressor;;;-2.961318145001526;2.546
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-2.514935912347452;3.205
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-2.268713273211434;3.216
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.176794125676672;3.219
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.1780479018823407;3.220
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;4;;-2.45697011016326;3.209
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;8;;-2.2954236717802323;3.214
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;16;;-2.2208896195822545;3.219
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;G7231Compressor;32;;-2.23806393414387;3.219
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;16;;DummyCompressor;;;-2.2220513248306695;3.220
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.220386988233167;3.455
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-1.9289029071313561;3.464
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-1.8134770746194286;3.467
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-1.8144066369401903;3.469
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;4;;-2.1630568764421194;3.458
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;8;;-1.9784602906849305;3.464
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;16;;-1.8686411375744512;3.466
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;G7231Compressor;32;;-1.8694556775448787;3.468
probka_rap.wav;QMFWithHighbandModDivider;HighbandBooster10.0dB;G7231Compressor;32;;DummyCompressor;;;-1.8499246481328133;3.469
